PERIODO,ESTU_TIPODOCUMENTO,ESTU_CONSECUTIVO,COLE_AREA_UBICACION,COLE_BILINGUE,COLE_CALENDARIO,COLE_CARACTER,COLE_COD_DANE_ESTABLECIMIENTO,COLE_COD_DANE_SEDE,COLE_COD_DEPTO_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_CODIGO_ICFES,COLE_DEPTO_UBICACION,COLE_GENERO,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_NATURALEZA,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,ESTU_COD_DEPTO_PRESENTACION,ESTU_COD_MCPIO_PRESENTACION,ESTU_COD_RESIDE_DEPTO,ESTU_COD_RESIDE_MCPIO,ESTU_DEPTO_PRESENTACION,ESTU_DEPTO_RESIDE,ESTU_ESTADOINVESTIGACION,ESTU_ESTUDIANTE,ESTU_FECHANACIMIENTO,ESTU_GENERO,ESTU_MCPIO_PRESENTACION,ESTU_MCPIO_RESIDE,ESTU_NACIONALIDAD,ESTU_PAIS_RESIDE,ESTU_PRIVADO_LIBERTAD,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONMADRE,FAMI_EDUCACIONPADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEAUTOMOVIL,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_TIENELAVADORA,DESEMP_INGLES,PUNT_INGLES,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_GLOBAL
20112,TI,SB11201120248455,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,25/06/1994,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Ninguno,Estrato 3,Tres,No,Si,No,Si,A-,39,49,,,,
20102,CC,SB11201020248699,URBANO,N,A,TÉCNICO,185315000084,185315000084,85,85315,078170,CASANARE,MIXTO,MAÑANA,SÁCAMA,OFICIAL,INSTITUCION EDUCATIVA ANTONIO NARIÑO,ANTONIO NARIÑO,S,81,81794,85,85315,ARAUCA,CASANARE,PUBLICAR,ESTUDIANTE,06/06/1975,F,TAME,SÁCAMA,COLOMBIA,COLOMBIA,N,Uno,Primaria incompleta,Primaria incompleta,Estrato 1,Tres,No,No,No,No,A-,44.51,45.38,,,,
20122,TI,SB11201220500959,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,14/12/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,No sabe,Estrato 1,Cinco,No,Si,No,Si,A-,36,30,,,,
20122,CC,SB11201220251888,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,168757,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,09/05/1991,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria completa,Estrato 2,Tres,No,No,No,Si,A-,43,34,,,,
20112,TI,SB11201120551783,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,18/11/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,Cinco,Si,Si,No,Si,A-,30,48,,,,
20122,TI,SB11201220251683,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,13/10/1995,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Educación profesional completa,Secundaria (Bachillerato) completa,Estrato 2,Cuatro,No,Si,No,Si,A2,53,52,,,,
20102,TI,SB11201020553612,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,17/10/1993,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Primaria incompleta,No sabe,Estrato 1,Tres,No,No,No,No,A-,43.11,35.59,,,,
20112,CC,SB11201120248740,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,15/03/1989,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria completa,Estrato 1,Seis,No,No,No,No,A1,43,27,,,,
20112,CC,SB11201120248629,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,104976,ARAUCA,FEMENINO,COMPLETA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,14/04/1990,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Primaria completa,Estrato 1,Siete,No,No,No,No,A-,34,55,,,,
20132,TI,SB11201320204877,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,04/10/1995,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Postgrado,Estrato 1,Seis,Si,Si,Si,Si,A-,42,41,,,,
20102,TI,SB11201020548276,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,11/05/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,Cinco,No,No,No,No,A-,34.94,55.89,,,,
20102,TI,SB11201020248519,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,19/05/1993,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,Siete,No,No,No,No,A-,48.42,42.46,,,,
20122,TI,SB11201220566612,URBANO,N,,,,000000000000,23,23001,117838,CORDOBA,MIXTO,SABATINA,MONTERÍA,NO OFICIAL,INSTITUCION EDUCATIVA AVANZAR,INSTITUCION EDUCATIVA AVANZAR,N,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,26/07/1994,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Secundaria (Bachillerato) completa,Estrato 2,Cinco,No,Si,No,Si,A-,35,45,,,,
20122,TI,SB11201220251641,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,24/01/1996,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Ninguno,Ninguno,Estrato 1,Seis,No,No,No,No,A1,43,58,,,,
20122,TI,SB11201220251453,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,030676,ARAUCA,MIXTO,NOCHE,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,29/02/1996,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Primaria incompleta,Estrato 1,Seis,No,No,No,No,A-,36,46,,,,
20112,TI,SB11201120248266,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/07/1993,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria completa,Estrato 2,Cuatro,No,No,No,No,A-,30,38,,,,
20122,TI,SB11201220251572,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDÓN,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/03/1994,M,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) completa,Estrato 1,Tres,No,No,No,Si,A-,43,38,,,,
20102,TI,SB11201020510518,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/11/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,,,,Estrato 3,,,,,,A2,60.44,53.16,,,,
20122,CR,SB11201220251693,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,24/11/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 1,Cuatro,No,Si,No,No,A-,42,35,,,,
20112,TI,SB11201120548713,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,03/07/1994,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria completa,Estrato 1,Cinco,No,No,No,No,A-,36,35,,,,
20122,CC,SB11201220251531,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,04/04/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 1,Cinco,No,Si,Si,No,A-,32,42,,,,
20102,TI,SB11201020547849,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,14/01/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 1,Siete,No,No,No,Si,A1,50.87,63.02,,,,
20122,TI,SB11201220532664,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/01/1997,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 1,Cuatro,No,Si,Si,No,A1,45,55,,,,
20132,CC,SB11201320030792,RURAL,N,A,ACADÉMICO,281794001668,281794001668,81,81794,110411,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA JOEL SIERRA,AGROAMBIENTAL JOEL SIERRA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,24/08/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Primaria incompleta,Estrato 1,Seis,Si,No,No,No,A-,33,47,,,,
20122,TI,SB11201220251673,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,24/03/1995,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Primaria completa,Estrato 2,Cinco,Si,Si,No,Si,A-,39,38,,,,
20132,TI,SB11201320040287,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,31/12/1996,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 2,Seis,Si,Si,Si,Si,A2,54,50,,,,
20102,CC,SB11201020248576,RURAL,,A,ACADÉMICO,281794000602,281794000602,81,81794,155838,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,I.E. ANTONIO RICAURTE,ANTONIO RICAURTE,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,15/06/1991,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Primaria completa,Estrato 1,Cuatro,No,No,No,No,A-,43.53,53.37,,,,
20122,TI,SB11201220505317,URBANO,N,,,,000000000000,23,23001,117838,CORDOBA,MIXTO,SABATINA,MONTERÍA,NO OFICIAL,INSTITUCION EDUCATIVA AVANZAR,INSTITUCION EDUCATIVA AVANZAR,N,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,13/09/1996,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,Dos,Si,Si,Si,Si,A-,43,42,,,,
20112,CC,SB11201120248539,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,24/10/1977,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,Seis,No,No,No,No,A-,41,39,,,,
20122,CC,SB11201220505316,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,27/04/2002,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Secundaria (Bachillerato) completa,Estrato 2,Cuatro,Si,Si,No,Si,A-,39,49,,,,
20132,TI,SB11201320475229,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,22/02/1997,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria completa,Estrato 1,Cinco,No,Si,No,Si,A-,35,44,,,,
20122,TI,SB11201220503304,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,13/08/1996,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,Estrato 2,Cinco,No,Si,Si,Si,A-,42,46,,,,
20102,CC,SB11201020248400,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDÓN,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,08/11/1991,F,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,No sabe,Estrato 1,Cuatro,No,No,No,No,A-,41.66,39.12,,,,
20102,CC,SB11201020568268,URBANO,,A,ACADÉMICO,385001004386,385001004386,85,85001,135715,CASANARE,MIXTO,SABATINA,YOPAL,NO OFICIAL,LICEO GENERAL DEL CASANARE,LICEO GENERAL DEL LLANO - SEDE PRINCIPAL,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,16/06/1990,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,Tres,No,No,No,No,A-,40.54,53.37,,,,
20102,TI,SB11201020248516,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,05/05/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 2,Cuatro,No,No,No,No,A-,40.54,39.12,,,,
20112,TI,SB11201120555976,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/10/1994,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) completa,Estrato 2,Seis,No,No,No,Si,A-,43,27,,,,
20112,TI,SB11201120248535,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,02/12/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,Seis,No,No,No,No,A1,47,55,,,,
20132,TI,SB11201320051130,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDÓN,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,01/09/1996,F,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,Tres,No,Si,No,No,A1,43,47,,,,
20102,CC,SB11201020248386,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDÓN,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/07/1991,M,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,Seis,No,No,No,No,A-,47.15,48.09,,,,
20122,TI,SB11201220251792,RURAL,,A,ACADÉMICO,281794000602,281794000602,81,81794,155838,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,I.E. ANTONIO RICAURTE,ANTONIO RICAURTE,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,26/02/1996,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Primaria completa,Estrato 1,Cinco,No,No,No,No,A-,30,31,,,,
20132,CR,SB11201320264258,URBANO,N,A,ACADÉMICO,181794003151,181794003151,81,81794,093112,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA SAN LUIS,COLEGIO NACIONAL SAN LUIS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,20/08/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 3,Cinco,No,Si,No,Si,A-,35,43,,,,
20102,CC,SB11201020248426,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,24/05/1991,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,Tres,No,Si,No,Si,A-,36.8,35.39,,,,
20102,CC,SB11201020248481,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,04/03/1990,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria incompleta,Primaria incompleta,Estrato 1,Cinco,No,No,No,No,A-,43.53,42.4,,,,
20132,TI,SB11201320030788,RURAL,N,A,ACADÉMICO,281794001668,281794001668,81,81794,110411,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA JOEL SIERRA,AGROAMBIENTAL JOEL SIERRA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,27/10/1996,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Primaria incompleta,Primaria incompleta,Estrato 1,Tres,No,No,No,Si,A-,42,37,,,,
20112,CC,SB11201120248541,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,28/06/1990,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria incompleta,Primaria incompleta,Estrato 1,Ocho,No,No,No,No,A-,39,39,,,,
20111,CC,SB11201110104122,URBANO,N,,,,000000000000,23,23001,119305,CORDOBA,MIXTO,SABATINA,MONTERÍA,NO OFICIAL,INSTITUCION EDUCATIVA AVANZAR,INSTITUCION EDUCATIVA AVANZAR,N,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,30/09/1990,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,Cuatro,No,No,No,No,A-,36.06,28.52,,,,
20112,CC,SB11201120248519,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,22/03/1980,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,Dos,No,No,No,No,A-,39,43,,,,
20112,TI,SB11201120248501,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,22/06/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Primaria completa,Estrato 1,Tres,No,No,No,No,A1,43,64,,,,
20112,TI,SB11201120248314,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,01/02/1996,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Primaria completa,Estrato 1,Siete,No,No,No,No,A-,41,60,,,,
20102,TI,SB11201020248316,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,18/04/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,Cuatro,No,Si,No,Si,A2,63.4,48.09,,,,
